Tenure Months,Total Charges,Senior Citizen,Partner,Dependents,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Internet Service,Churn Value
33,1908,0,1,0,0,0,0,1,0,0,2,0,2,0,0
3,424,0,0,0,0,0,0,0,0,0,2,1,3,0,0
67,4377,0,0,0,1,1,0,1,1,1,1,0,3,1,0
29,2319,0,1,1,0,0,0,0,1,0,2,0,1,1,0
49,2801,0,1,1,1,0,0,1,1,0,1,1,3,0,0
0,172,0,0,0,0,1,0,0,0,0,2,1,1,1,1
61,3142,0,0,0,1,1,1,1,0,0,1,0,2,0,0
60,3884,1,1,0,1,1,1,1,0,0,2,1,3,1,0
55,3992,1,0,0,1,1,1,0,1,1,0,0,1,1,0
27,2664,1,1,0,0,1,1,1,1,1,2,1,1,1,0
46,2572,0,1,0,1,0,1,0,1,0,0,1,3,0,0
70,3796,0,1,0,0,1,1,1,1,1,1,1,3,0,0
0,88,0,0,0,0,0,0,0,0,1,2,0,0,0,0
47,2384,0,0,0,1,1,0,0,0,0,1,0,3,0,0
37,2595,0,1,0,1,1,0,1,1,1,0,0,3,0,1
8,1161,0,0,0,1,0,0,0,0,0,2,1,1,1,0
71,3371,0,1,0,1,0,1,1,0,0,1,0,2,0,0
31,2665,0,1,0,1,0,0,0,1,1,2,1,3,1,1
9,1023,0,0,0,0,1,0,0,1,0,2,1,0,0,0
70,4319,0,1,1,1,1,1,0,1,0,1,1,3,1,0
48,3509,0,1,0,0,1,1,0,1,1,2,0,1,1,0
7,895,0,0,0,0,1,0,1,1,0,2,1,1,0,0
7,1060,0,0,0,1,0,0,0,1,0,2,0,1,1,1
67,3990,0,1,0,1,1,1,1,1,1,1,1,3,0,0
21,1930,0,1,0,0,1,0,0,0,1,2,0,1,1,1
53,2974,0,0,0,1,1,0,1,1,0,2,1,0,0,0
45,2062,0,0,0,0,0,0,0,0,0,2,1,3,0,0
33,2755,0,1,1,0,1,0,0,1,1,2,1,2,1,0
47,3232,0,0,0,1,0,0,1,0,1,2,1,1,1,0
71,4459,0,1,0,1,0,1,0,1,1,1,1,3,1,0
6,826,0,0,0,0,0,0,0,1,1,2,1,1,0,0
0,170,0,0,0,0,0,1,1,1,1,2,1,1,0,0
13,1470,0,0,1,1,0,0,1,0,0,2,1,0,1,0
71,3824,0,1,1,1,1,1,1,0,1,1,0,3,0,0
36,2407,0,1,1,1,1,0,0,1,1,0,0,2,0,0
58,3344,0,1,0,0,1,0,1,1,1,0,1,1,0,0
14,1459,1,0,0,0,1,0,0,0,0,2,1,3,1,1
40,3340,1,0,0,1,1,1,0,1,1,2,1,1,1,1
44,2961,1,1,0,0,0,1,0,0,1,2,1,1,1,0
28,2003,0,1,1,1,0,0,1,1,0,0,0,2,0,0
54,3105,0,0,0,0,0,0,0,0,0,2,1,1,1,0
70,4011,1,1,1,1,1,1,0,0,0,0,1,2,1,0
71,4598,1,1,0,1,1,1,1,1,1,1,1,0,1,0
1,348,1,0,0,0,0,0,0,0,0,2,1,1,1,1
12,1141,0,0,1,1,1,0,0,0,0,2,1,1,0,0
22,1929,0,0,0,1,0,1,0,1,1,0,1,1,0,0
0,162,0,0,0,0,1,0,0,0,0,2,1,1,1,1
55,2748,0,1,0,0,1,1,0,0,0,1,0,3,0,0
31,1919,1,0,0,0,1,0,1,0,0,2,0,2,0,0
0,135,0,0,0,0,0,0,0,0,0,2,0,0,1,1
71,3953,0,1,1,1,0,1,1,1,1,1,1,2,0,0
1,400,0,1,0,0,1,1,0,0,0,2,0,2,1,1
67,3985,1,1,0,0,1,0,0,0,1,2,1,2,1,1
10,1252,1,1,0,0,0,0,1,1,0,2,1,1,1,0
0,139,0,1,0,0,0,0,0,0,0,2,1,1,1,1
65,3989,0,1,0,0,1,1,1,0,0,0,1,2,1,0
0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1
26,1654,0,0,0,1,0,0,0,0,0,2,0,0,0,0
9,1077,0,0,0,0,1,0,1,0,1,0,0,0,0,0
0,64,0,0,0,0,1,0,0,0,0,2,0,0,0,1
48,2356,0,1,0,0,0,0,0,0,0,2,1,3,0,0
12,1215,0,0,0,1,1,0,1,0,1,2,0,2,0,0
27,2364,0,1,0,0,0,0,0,1,1,0,1,2,1,1
67,4424,0,1,1,1,1,1,0,1,1,1,1,1,1,0
13,1144,0,0,0,0,1,0,0,0,0,2,0,1,0,0
40,3114,0,1,0,1,1,1,0,1,1,0,1,2,1,0
1,403,0,0,0,0,0,0,0,0,1,2,1,1,1,1
57,3823,1,1,0,0,0,0,1,1,1,2,1,2,1,0
31,2502,0,0,0,0,0,0,0,1,1,2,0,1,1,0
30,2392,0,0,0,0,1,0,0,0,0,2,1,1,1,0
30,2601,0,1,1,1,0,1,0,1,0,0,0,2,1,0
40,2441,0,1,0,0,1,0,1,0,1,0,1,2,0,1
71,4471,0,1,1,1,1,1,1,0,1,1,0,3,1,0
29,2234,1,1,0,0,0,0,0,0,0,2,0,0,1,0
17,1683,1,0,0,0,0,1,0,0,1,2,1,1,1,0
45,2852,1,1,0,0,0,0,0,0,1,2,1,1,1,1
6,833,1,1,0,0,0,0,0,0,0,2,1,0,1,1
2,618,0,0,0,0,0,1,1,1,1,2,1,1,1,1
0,200,0,1,0,0,0,0,0,0,1,2,0,1,1,1
6,927,1,0,0,0,0,0,0,1,0,2,1,1,1,1
52,3560,0,1,0,0,1,0,0,1,1,2,1,3,1,1
71,4569,0,1,0,0,1,1,1,1,1,0,1,1,1,1
3,458,0,0,0,0,0,0,0,0,1,2,0,1,0,1
8,1283,0,0,0,0,1,0,0,1,1,2,1,3,1,0
67,4183,0,1,1,1,0,0,1,1,1,1,1,1,1,0
9,1105,1,1,0,1,0,0,0,0,0,2,0,1,1,0
26,1961,1,1,0,0,0,0,0,0,0,2,1,1,1,1
33,2659,1,0,0,0,1,0,1,1,0,2,1,1,1,0
38,2143,0,0,0,0,0,0,1,0,0,1,1,3,0,0
42,2879,0,0,0,0,1,1,1,1,1,0,0,3,0,0
0,167,0,0,0,0,0,1,0,0,0,2,0,1,1,1
70,4440,0,0,0,1,0,1,1,1,1,1,1,1,1,1
69,3893,0,1,0,0,1,1,1,1,1,1,1,2,0,0
60,3919,1,1,1,0,1,0,0,1,1,0,0,1,1,0
67,3021,0,1,0,1,0,0,1,0,0,0,0,2,0,0
47,2768,0,1,0,0,0,1,1,0,1,0,1,0,0,0
71,4243,0,1,0,0,0,1,0,1,1,1,1,1,1,0
30,2656,1,0,0,0,1,0,0,1,1,2,1,1,1,1
3,720,0,0,0,0,1,0,0,1,1,2,1,1,1,1
70,4009,0,0,0,0,0,1,1,0,0,1,1,3,1,0
69,4524,0,0,1,1,1,1,1,1,1,1,1,1,1,0
17,1781,0,1,0,0,0,0,1,1,0,2,1,1,1,0
0,119,0,0,0,0,0,0,0,0,0,2,1,0,1,1
14,1401,0,1,1,0,1,1,1,0,1,2,1,0,0,0
37,2070,0,1,1,1,1,0,0,0,0,2,0,1,0,0
71,4618,0,0,0,1,1,1,1,1,1,1,1,1,1,0
16,1505,0,1,0,0,0,0,0,0,0,2,1,2,1,1
16,1218,0,0,1,1,0,0,0,0,0,2,1,0,0,0
13,1058,0,1,0,0,0,0,1,0,0,2,0,2,0,0
55,3892,0,0,0,0,1,0,1,1,1,2,1,2,1,0
10,1075,0,1,1,0,0,1,0,1,0,2,1,2,0,0
71,3511,0,1,1,1,0,1,0,1,0,1,1,2,0,0
24,1906,1,1,0,0,0,0,0,0,0,2,1,1,1,0
1,279,0,0,0,0,1,0,0,0,0,2,0,0,0,0
8,1038,0,0,0,1,0,1,1,1,0,2,1,0,0,0
11,1391,1,1,0,0,1,1,0,1,0,2,1,1,1,1
29,2275,0,0,0,1,0,1,0,1,1,0,1,3,0,0
28,2477,0,0,0,0,1,1,1,0,1,0,0,3,1,0
23,2283,1,0,0,0,1,0,0,1,1,2,1,1,1,1
1,294,0,0,0,1,1,0,0,0,0,2,1,0,0,1
22,1593,0,0,0,0,1,1,0,0,0,0,0,2,0,0
70,4499,0,1,1,1,1,1,1,1,1,1,0,3,1,0
37,2856,0,1,1,0,0,1,1,1,0,1,1,2,1,0
68,3071,0,1,1,1,1,1,0,0,0,1,1,2,0,0
13,1286,0,0,0,0,0,0,1,1,1,2,1,1,0,0
15,1430,0,1,1,1,1,0,1,0,1,1,0,2,0,0
2,407,0,1,0,0,1,1,0,0,0,2,1,0,0,1
45,2678,0,1,0,1,1,0,1,0,1,0,0,0,0,0
57,3625,0,1,1,0,1,0,0,1,1,2,1,1,1,0
36,2916,0,1,0,0,0,1,0,1,1,2,1,1,1,1
67,4434,0,1,1,1,0,1,1,1,1,1,0,3,1,0
57,3855,0,0,0,0,0,0,1,1,1,2,1,1,1,0
3,561,0,0,0,0,0,0,1,1,0,2,1,0,0,0
10,851,0,1,0,0,0,0,0,0,0,2,1,1,0,1
0,232,0,0,0,0,0,1,0,1,0,2,1,1,1,1
59,2800,0,1,0,1,1,0,1,0,0,1,0,2,0,0
12,1220,1,1,0,0,0,0,0,0,0,2,0,2,1,0
3,725,0,0,0,1,0,0,0,1,0,2,0,1,1,0
67,3594,0,0,0,1,1,1,0,0,1,0,0,3,0,0
12,1184,0,1,1,1,0,1,0,0,1,2,1,0,0,0
56,3689,0,0,0,0,1,0,1,0,1,0,0,1,1,0
1,349,0,0,0,0,0,0,0,0,0,2,1,1,1,1
43,2862,0,1,0,1,0,1,0,0,0,2,1,3,1,0
69,3603,0,1,0,0,1,1,1,1,0,1,0,3,0,0
26,1980,0,0,0,1,0,1,1,1,0,0,0,3,0,0
10,1335,0,0,0,0,0,0,1,1,0,2,0,1,1,1
28,2298,0,1,0,1,1,0,0,0,0,2,1,1,1,1
40,2241,0,0,0,0,1,0,0,0,0,0,1,3,0,0
71,4257,0,1,0,0,1,0,0,1,1,1,1,3,1,0
23,2016,0,1,1,1,0,1,1,1,1,0,1,0,0,0
18,1764,0,1,0,0,0,0,0,1,0,2,1,1,1,0
0,49,0,0,0,0,1,0,0,0,0,2,0,1,0,0
29,2532,0,0,0,1,0,0,0,1,1,2,1,2,1,0
71,4393,0,1,0,1,1,0,1,0,1,1,1,2,1,0
69,4077,0,0,0,1,1,1,1,1,1,1,0,3,0,0
41,3168,0,0,0,1,1,1,0,0,1,0,1,1,1,0
30,2309,0,1,0,0,0,1,1,1,1,0,1,0,0,0
68,4387,0,1,0,1,1,1,1,0,1,0,1,3,1,0
30,1971,0,1,0,1,0,0,1,0,1,0,1,1,0,0
71,4522,0,1,0,1,0,1,1,1,1,1,1,3,1,0
26,2002,0,1,1,0,0,0,1,1,1,2,0,2,0,0
2,480,0,1,0,0,0,0,0,0,0,2,1,1,1,1
71,4152,0,1,1,0,1,1,1,0,0,1,0,2,1,0
0,129,0,0,0,0,0,0,0,0,0,2,1,0,1,1
70,4622,0,1,0,1,1,1,1,1,1,1,1,1,1,0
34,2089,0,0,0,0,0,1,0,0,1,2,1,1,0,0
61,4178,0,1,1,1,0,0,0,1,1,1,1,2,1,0
67,4052,0,1,0,1,1,1,1,1,1,1,1,3,0,0
20,1904,0,1,0,0,0,0,0,0,1,2,1,1,1,1
46,3281,0,0,0,1,1,0,0,1,0,0,0,2,1,0
41,3039,0,1,0,1,0,0,0,1,1,0,0,1,1,0
57,3727,0,1,1,0,0,1,1,0,1,1,0,2,1,0
8,1031,0,1,1,0,0,0,1,0,0,2,1,1,1,0
1,363,0,1,0,0,0,1,0,1,1,2,0,3,0,0
37,2414,0,1,0,0,0,1,1,0,1,0,0,3,0,0
0,255,0,0,0,0,0,0,0,1,1,2,0,1,1,1
63,4320,0,0,0,0,1,1,1,1,1,1,1,3,1,0
21,1954,0,1,1,0,0,1,0,1,0,2,1,1,1,0
25,2178,0,0,0,0,0,0,0,0,1,2,1,1,1,1
13,1437,0,1,0,0,0,0,0,0,1,2,1,1,1,0
71,4371,0,1,0,1,1,0,1,1,0,1,0,2,1,0
0,118,0,0,0,0,0,0,0,0,0,2,1,1,1,1
28,1840,0,0,0,1,1,0,1,0,0,0,1,1,0,0
1,384,1,0,0,0,0,0,0,0,0,2,1,0,1,1
37,2236,0,0,0,0,0,1,1,0,1,0,1,0,0,1
2,411,0,0,0,0,0,1,0,0,0,2,1,1,0,1
52,3421,0,1,0,0,1,0,0,1,1,0,1,2,1,1
19,1621,0,0,0,0,1,0,1,0,1,2,1,3,0,0
63,3252,1,0,0,1,1,0,1,1,0,1,1,3,0,1
0,72,0,0,0,0,0,0,0,1,0,2,1,0,0,1
40,2625,0,1,1,1,1,0,1,1,1,1,0,1,0,0
13,1525,0,1,0,0,0,0,0,1,0,2,1,1,1,1
53,3178,0,0,0,0,1,0,0,0,0,2,1,2,1,0
25,2314,1,0,0,1,1,0,0,0,1,2,1,1,1,1
71,4422,0,1,1,0,1,1,0,1,1,0,1,3,1,0
26,2320,1,1,0,0,1,1,0,0,1,2,1,1,1,1
71,4620,0,1,1,1,1,1,1,1,1,1,1,3,1,0
71,4601,0,1,1,1,1,1,1,1,1,1,1,2,1,0
8,1282,1,0,0,0,0,1,0,1,1,2,1,1,1,1
70,4577,0,1,1,1,1,1,1,1,1,1,0,3,1,0
45,3370,1,1,0,0,0,0,1,1,1,0,0,1,1,0
42,2444,0,0,1,1,1,0,0,0,1,2,1,1,0,0
58,3870,0,1,1,0,0,1,0,1,1,1,1,3,1,0
1,303,0,0,0,0,1,0,0,1,0,2,1,1,0,0
70,3559,1,1,1,0,1,1,1,0,1,0,1,2,0,0
24,2124,0,1,0,0,0,0,0,1,1,0,1,1,1,1
22,2041,1,1,0,1,1,0,0,0,1,2,1,1,1,0
55,3752,0,1,0,0,1,1,1,0,1,0,1,3,1,0
50,3404,1,1,0,1,0,1,0,0,1,0,1,2,1,0
14,1352,0,0,0,1,1,1,1,0,0,0,0,3,0,0
48,3063,0,1,0,1,0,1,1,1,1,0,0,1,0,1
23,2069,0,0,0,0,0,1,0,1,0,2,1,3,1,0
12,1517,0,1,0,0,0,0,0,1,1,2,0,1,1,1
10,1122,0,1,0,0,0,0,1,0,1,2,1,1,0,1
50,3144,0,0,0,0,0,1,0,0,0,2,0,3,1,1
26,2450,1,1,0,1,0,1,0,1,1,2,1,1,1,1
11,1224,0,0,0,0,0,0,1,1,1,0,1,0,0,0
15,1488,0,1,0,0,0,0,0,0,0,2,1,1,1,0
47,3448,0,0,0,1,0,1,1,1,1,1,1,3,1,0
20,1506,0,1,1,0,1,0,0,1,0,0,1,3,0,0
6,908,0,0,0,0,0,0,0,1,0,2,1,0,1,1
62,4063,0,1,0,1,0,1,0,1,1,1,0,3,1,0
44,2850,0,1,0,1,1,1,0,1,1,0,0,2,0,0
13,1452,0,1,1,0,1,0,1,1,1,2,0,3,0,0
37,3024,0,0,0,0,0,1,1,1,1,2,1,1,1,0
30,2038,0,1,0,0,0,1,1,0,1,2,1,3,0,0
69,4329,1,1,0,0,1,1,0,1,1,2,1,1,1,1
4,885,0,0,0,0,1,0,0,1,1,2,1,1,1,1
9,800,0,0,0,0,0,0,0,0,0,2,1,3,0,0
29,2571,0,0,0,0,1,0,0,1,1,0,1,2,1,0
2,550,0,0,0,1,0,0,0,0,1,2,1,0,1,0
67,4546,0,1,0,1,1,1,1,1,1,1,0,0,1,0
4,527,0,0,1,0,0,0,1,0,0,2,1,2,0,0
5,1063,0,0,0,0,1,1,1,1,1,2,1,3,1,1
15,1682,0,1,1,0,0,1,0,1,0,2,1,2,1,0
45,2849,0,0,0,1,0,1,0,1,1,1,0,0,0,0
54,2863,0,0,0,0,1,0,1,0,1,0,1,1,0,0
2,644,0,0,0,0,1,1,0,1,1,2,0,0,1,0
8,1090,0,0,0,0,0,0,0,0,0,2,1,1,1,1
12,1582,1,0,0,1,0,0,0,1,1,2,1,1,1,1
25,1564,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3,507,0,1,1,0,1,0,1,0,0,2,1,0,0,0
22,2007,0,1,0,0,1,1,0,0,0,2,0,1,1,0
63,3615,0,0,0,1,1,0,0,0,0,0,1,3,1,0
62,3442,0,1,1,0,1,1,0,0,0,2,1,3,1,0
59,3754,0,1,0,0,1,0,0,1,1,0,1,1,1,1
6,1062,0,0,0,0,1,0,0,1,1,2,1,1,1,1
67,3207,0,1,1,1,1,1,1,0,0,1,0,3,0,0
3,470,0,0,0,0,0,0,0,0,0,2,0,3,0,1
1,372,0,0,0,0,0,0,0,1,0,2,1,0,1,1
70,3563,0,1,0,0,1,0,1,1,1,1,1,3,0,0
0,53,0,0,0,1,0,0,0,0,0,2,1,3,0,0
25,2321,1,1,0,0,0,1,0,1,1,2,1,2,1,0
0,76,0,0,0,0,0,1,0,0,0,2,0,1,0,1
46,3014,1,0,0,0,1,1,0,0,0,2,1,2,1,1
70,4272,0,1,1,1,0,0,0,1,1,1,1,1,1,0
16,1412,0,0,0,0,0,0,0,1,1,2,1,0,0,1
9,932,0,1,1,0,1,1,0,0,0,2,1,0,0,0
64,4199,0,1,1,0,0,1,1,1,1,1,1,2,1,0
57,3670,0,1,0,1,1,0,0,0,1,2,1,2,1,1
68,4417,0,0,0,1,1,1,0,1,1,1,1,3,1,0
71,3988,0,1,1,0,0,0,0,0,1,1,1,3,1,0
0,63,0,0,1,1,0,0,0,0,0,2,0,0,0,1
7,976,1,0,0,0,0,1,0,0,0,2,1,1,1,1
39,2883,1,0,0,0,0,0,0,1,1,2,1,1,1,0
33,2274,1,1,0,0,0,0,0,0,0,2,1,1,1,0
36,2722,0,1,1,0,1,0,0,1,0,2,1,1,1,0
52,2945,0,1,0,1,1,1,0,0,1,0,0,2,0,0
54,2481,1,1,0,0,0,0,0,0,0,2,0,2,0,0
24,2179,0,1,0,0,1,1,0,1,0,2,1,2,1,1
29,2552,0,0,0,0,1,0,0,1,1,2,1,1,1,1
0,254,0,0,0,0,0,0,0,1,1,2,1,1,1,1
15,1257,1,0,0,1,0,0,0,0,0,2,1,1,0,0
19,1951,0,0,0,1,0,0,0,1,0,2,1,2,1,0
40,3280,1,1,0,0,1,1,1,1,1,0,1,1,1,1
51,3166,0,0,0,0,1,0,0,0,0,0,1,0,1,0
47,3674,1,1,0,1,1,1,1,1,1,2,0,1,1,1
5,884,0,1,0,0,1,0,0,0,1,2,1,1,1,0
57,3222,0,1,1,1,0,1,1,1,0,1,0,0,0,0
64,3911,0,1,1,1,1,1,1,1,1,1,1,0,0,0
63,3376,0,1,0,1,0,0,0,0,0,2,1,0,1,0
30,1953,0,1,0,0,0,0,0,1,0,2,1,3,0,0
47,2886,0,0,0,1,0,1,0,1,1,0,1,3,0,0
1,369,0,1,0,0,0,1,0,0,0,2,0,1,1,1
7,1071,0,0,0,0,0,0,0,1,0,2,1,2,1,1
26,2148,0,1,0,1,0,0,1,1,1,0,0,0,0,0
71,3639,0,0,0,1,1,1,1,1,0,1,1,2,0,0
13,1363,0,0,0,0,0,1,0,0,0,2,0,1,1,1
27,1631,1,1,1,0,0,0,0,0,0,0,1,1,0,0
71,3878,0,1,1,1,0,1,1,1,1,1,1,2,0,0
2,553,0,0,0,1,1,0,0,0,0,2,1,1,1,1
30,2616,0,0,0,0,0,1,1,1,1,1,0,2,1,0
8,1176,0,1,0,1,0,0,0,0,1,2,1,1,1,0
34,2761,0,0,0,0,0,1,1,1,0,2,0,1,1,0
38,2064,0,1,1,1,0,0,0,0,0,2,0,3,0,0
5,960,0,0,0,0,0,0,0,1,1,2,1,1,1,1
71,4600,1,1,0,1,1,1,1,1,1,1,1,2,1,0
35,2418,0,0,0,1,1,1,1,0,1,0,1,0,0,0
0,126,0,0,0,0,0,0,0,0,0,2,1,1,1,1
34,2350,0,1,1,1,0,1,1,1,0,2,0,1,0,1
56,3765,1,0,0,1,0,0,1,0,1,1,0,1,1,0
47,3520,0,1,0,1,1,0,0,1,1,0,1,3,1,1
3,615,1,0,0,0,0,0,0,1,0,2,1,1,1,1
38,2674,0,0,0,0,0,1,1,0,0,0,0,1,1,0
18,1322,0,1,1,0,0,1,0,0,0,2,1,2,0,0
69,3616,0,1,0,1,0,0,1,1,1,1,1,3,0,0
12,1518,0,0,0,1,0,0,0,1,1,2,0,0,1,1
16,1425,0,0,0,1,0,0,0,0,1,2,0,2,0,0
1,333,0,1,1,0,0,0,0,0,0,2,1,1,1,0
11,1205,0,0,0,1,1,0,1,0,0,2,1,1,0,0
15,1397,0,0,0,0,0,0,0,0,1,2,1,2,0,0
70,4045,0,1,0,1,1,1,1,1,1,1,0,0,0,0
62,3334,0,1,0,1,0,1,1,0,1,1,0,0,0,0
50,2983,0,1,0,0,0,0,1,1,1,1,1,2,0,0
40,3303,0,1,0,1,1,1,1,1,1,2,1,2,1,1
3,637,0,1,0,0,0,0,0,1,0,2,1,1,1,1
50,3308,0,1,0,0,1,0,0,0,1,0,1,3,1,0
47,3539,0,0,0,0,1,1,0,1,1,0,1,3,1,1
3,656,0,0,0,0,0,1,0,0,1,2,1,3,1,0
71,3839,0,1,0,0,1,1,0,1,1,1,0,2,0,0
25,2326,0,0,0,0,0,1,0,1,1,2,1,1,1,1
0,43,0,1,1,1,0,0,0,0,0,2,1,0,0,0
33,2823,0,0,0,0,1,0,1,1,1,2,1,1,1,0
2,600,1,1,0,0,0,0,0,1,1,2,1,1,1,1
60,4029,0,1,1,0,0,1,0,1,1,0,1,1,1,0
70,4382,0,1,0,0,1,1,1,1,1,1,1,1,1,0
69,3580,1,0,0,0,1,1,1,1,0,1,1,2,0,0
48,2984,0,1,1,0,1,0,1,1,1,1,0,2,0,0
5,897,0,0,0,0,1,0,0,1,0,2,1,1,1,1
59,3238,0,1,1,0,0,0,0,0,0,2,0,2,1,0
0,132,1,0,0,0,0,0,0,0,0,2,1,0,1,0
12,1416,0,1,0,1,0,0,0,0,1,2,0,1,1,1
4,760,0,0,0,0,0,0,0,0,0,2,0,1,1,0
66,2766,0,1,1,0,1,0,0,0,0,0,0,3,0,0
0,91,0,0,0,0,0,0,0,0,1,2,1,1,0,1
3,807,0,0,0,0,1,1,1,1,1,0,1,1,1,1
63,3394,0,1,0,0,1,1,1,1,0,1,1,2,0,0
44,2464,0,0,0,1,1,0,1,0,0,0,1,3,0,0
45,2294,0,0,0,0,0,1,1,0,0,1,0,3,0,1
7,969,0,0,0,1,0,1,0,0,1,2,1,1,0,0
10,1456,0,1,0,0,1,0,0,1,1,2,1,1,1,1
24,2471,0,0,0,0,1,1,1,1,1,1,0,1,1,0
30,2522,1,1,0,0,0,1,1,1,1,2,1,1,1,1
1,231,1,0,0,0,0,0,0,0,0,2,0,0,0,1
55,3709,0,1,0,0,0,1,0,1,1,0,1,3,1,0
30,2476,0,1,1,1,0,1,1,0,0,2,0,1,1,0
27,2551,0,0,0,0,1,1,0,1,1,2,1,1,1,1
9,1379,0,0,0,0,0,1,0,1,1,2,1,1,1,1
17,1467,0,0,0,1,0,1,0,0,0,2,1,0,0,0
67,3508,0,0,0,1,1,1,0,0,1,0,1,3,0,0
45,3431,1,0,0,1,1,1,0,1,1,0,1,1,1,1
62,3523,0,1,0,1,1,1,1,0,1,0,0,3,0,0
56,3229,1,0,0,0,1,1,0,1,1,1,1,2,0,0
0,65,0,0,0,1,0,0,0,0,0,2,1,0,0,0
1,414,0,0,0,0,0,0,0,0,1,2,1,1,1,1
45,3214,0,0,1,0,1,1,0,1,1,2,1,1,1,0
5,782,0,0,0,0,0,0,0,0,0,2,1,0,1,1
37,2924,0,0,0,0,0,1,0,1,1,2,1,2,1,1
56,3889,1,0,0,0,1,0,1,1,1,2,1,2,1,0
61,4268,0,1,0,1,1,1,1,1,1,1,0,0,1,0
55,3476,0,1,0,0,0,0,0,1,1,2,0,0,1,0
63,4170,0,0,0,1,1,0,0,1,1,0,1,3,1,0
52,3578,0,0,0,0,1,1,0,1,1,0,1,0,1,0
69,3803,0,1,0,0,1,1,1,1,1,1,1,2,0,0
9,1293,0,1,1,0,0,0,0,1,1,2,1,1,1,0
6,809,0,0,0,0,0,1,1,1,0,2,0,2,0,0
3,702,1,1,0,1,0,0,0,1,1,2,1,1,1,1
6,907,0,0,0,0,0,1,0,0,0,2,1,1,1,0
40,2718,0,1,1,1,1,1,1,0,1,2,0,3,0,1
28,1592,0,0,0,0,0,1,0,0,0,2,0,2,0,0
20,1438,0,1,0,0,0,0,0,1,0,2,0,2,0,0
45,3295,1,1,0,0,0,1,0,1,1,2,1,1,1,0
68,4134,0,1,1,0,1,1,0,1,0,0,0,3,1,0
3,685,0,0,0,1,0,0,0,0,0,2,1,1,1,0
43,2369,0,1,0,1,1,0,1,0,0,0,1,2,0,0
56,3590,0,0,0,0,0,0,1,1,0,1,1,3,1,0
21,1749,0,1,0,1,0,1,1,1,0,0,1,2,0,1
56,4120,0,0,0,1,1,1,0,1,1,1,1,2,1,1
35,1960,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41,2969,0,1,1,0,0,1,0,1,1,2,1,1,1,0
22,1810,1,0,0,1,0,0,0,0,0,2,1,2,1,0
71,3974,0,1,0,1,0,1,1,1,1,1,0,3,0,0
6,707,0,1,1,1,0,0,0,0,0,2,0,0,0,0
68,3064,0,1,1,1,0,0,1,0,0,1,0,3,0,0
2,537,1,1,0,0,1,0,0,0,0,2,1,2,1,0
31,2456,0,0,0,1,0,0,1,0,0,2,0,2,1,0
69,4436,1,1,0,1,1,1,0,1,1,1,0,3,1,0
68,4425,1,0,0,1,0,1,1,1,1,1,0,3,1,0
36,2826,0,0,0,0,0,0,1,1,1,2,0,3,1,0
23,1511,0,0,0,0,1,0,0,0,0,2,1,0,0,0
66,4347,0,1,0,1,0,1,1,1,1,1,1,3,1,1
21,2215,0,0,0,1,0,0,0,1,1,2,1,2,1,1
71,3980,0,1,0,1,0,1,1,1,1,1,1,3,0,0
65,4165,0,0,0,1,1,1,1,0,1,2,1,2,1,0
71,4420,1,1,1,1,0,1,1,1,1,1,1,3,1,0
43,3019,0,1,0,0,0,0,0,1,1,0,1,2,1,0
57,3785,0,1,0,0,0,1,0,1,1,0,0,3,1,0
40,2995,0,1,1,1,1,1,0,0,1,0,1,2,1,0
28,1799,0,0,0,0,1,0,0,0,0,0,1,1,0,0
17,1651,0,0,1,0,0,1,0,0,0,2,1,3,1,0
0,140,0,0,0,0,0,0,0,0,0,2,0,0,1,1
31,2494,1,1,1,0,1,0,0,1,1,2,1,0,1,0
24,1966,0,0,0,1,1,0,1,1,1,2,1,0,0,0
26,2498,1,1,0,1,0,0,1,1,1,2,1,2,1,1
68,4461,1,1,0,1,0,1,1,1,1,0,1,0,1,0
45,3318,0,1,1,1,0,1,1,0,1,1,0,0,1,0
51,3358,0,0,0,1,0,1,0,1,0,0,0,1,1,0
7,842,0,1,1,0,0,0,0,1,0,2,1,1,0,0
66,3619,0,1,0,1,0,1,0,1,1,1,1,1,0,1
50,2585,0,0,0,1,0,0,1,0,0,0,0,3,0,0
0,227,0,0,0,0,0,1,0,1,0,2,1,1,1,1
42,3305,1,0,0,1,1,0,1,1,1,2,1,3,1,1
9,974,0,0,0,0,0,1,1,0,0,2,0,1,0,0
29,1984,0,0,0,0,1,1,0,1,0,0,0,3,0,0
69,4043,0,1,1,1,1,1,1,1,1,1,1,2,0,0
41,2071,0,0,0,0,1,0,0,0,0,2,1,1,0,0
0,5,0,0,0,0,0,0,0,0,0,2,1,2,0,0
66,4293,1,1,0,0,1,0,1,1,1,1,0,2,1,0
23,1589,0,1,1,1,0,0,1,0,0,2,0,1,0,0
0,191,0,0,0,0,0,0,0,0,1,2,1,1,1,1
0,104,0,1,0,0,0,0,0,0,0,2,1,0,1,1
66,3970,1,1,0,0,0,0,0,1,1,2,1,3,1,0
16,1772,0,1,0,0,0,0,0,1,1,2,0,1,1,0
