decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,sex,tier,race,pass_bar
1,3,84,16,203,257,0,4,0,3,1,1
2,1,82,17,221,188,0,2,1,4,1,0
5,4,86,12,288,277,0,3,1,2,1,1
7,6,101,21,361,343,0,3,0,3,1,1
8,9,101,23,396,437,0,2,1,2,1,1
5,6,78,17,299,320,0,3,1,2,1,1
6,5,94,7,320,310,0,2,1,1,1,1
8,6,62,14,387,335,0,3,1,3,1,1
2,1,111,21,214,200,0,2,0,5,1,1
2,3,68,17,224,258,0,4,1,2,1,1
1,0,90,21,169,149,0,3,1,4,0,1
7,7,113,13,349,350,0,3,1,3,1,1
5,6,66,14,301,328,1,1,1,2,1,0
9,9,86,23,408,441,0,3,0,2,1,1
0,1,86,14,99,199,0,3,1,1,1,1
9,9,78,20,460,470,0,3,1,3,1,1
6,8,101,24,323,390,0,1,0,3,1,1
3,3,78,13,250,257,0,3,1,1,1,1
9,9,94,16,459,458,0,2,1,2,1,1
4,4,94,17,282,274,0,1,1,5,1,1
9,9,98,22,454,435,0,3,0,0,1,1
9,9,82,19,414,455,0,2,0,2,1,1
2,1,66,18,212,184,0,2,0,1,1,0
2,1,94,15,215,185,0,3,1,2,1,1
8,5,86,17,369,300,0,2,1,3,1,1
6,5,98,17,317,298,0,3,1,2,0,1
0,3,78,16,149,253,0,0,1,2,1,1
3,3,70,15,244,243,0,3,0,2,0,0
5,7,76,17,287,361,0,2,0,2,1,1
2,4,103,16,220,271,0,3,1,4,1,1
2,3,58,16,231,243,0,2,0,2,0,0
5,2,82,13,302,235,0,3,1,2,1,1
7,8,86,16,341,400,0,3,0,2,1,1
2,2,90,23,225,232,0,3,1,4,1,1
6,5,68,14,327,304,0,2,1,4,0,1
6,4,68,10,316,276,1,2,1,2,1,1
0,0,54,15,66,136,0,1,1,2,0,1
5,5,90,23,298,305,0,1,0,2,1,1
6,8,109,15,331,406,0,2,1,3,1,1
0,1,61,20,132,188,0,2,1,5,1,1
1,2,62,15,189,237,0,2,0,3,0,1
6,2,86,18,316,231,0,3,1,3,1,1
3,4,86,23,258,283,0,3,0,2,1,1
0,1,70,12,149,167,0,2,1,5,0,1
5,8,94,19,287,402,0,2,0,5,1,1
4,4,86,7,279,268,0,3,1,2,1,1
8,9,86,19,405,457,0,2,1,2,1,1
2,5,74,11,225,300,0,3,1,2,1,1
1,1,58,12,180,203,0,3,0,2,0,1
1,1,78,18,171,172,0,4,1,3,1,1
2,2,86,18,232,217,0,3,1,2,1,1
7,4,78,19,337,286,0,4,1,4,1,1
3,4,58,18,236,278,0,3,0,1,1,1
4,3,94,23,279,261,0,3,0,3,1,1
3,2,86,19,238,233,0,4,1,2,1,1
7,9,112,24,356,424,0,3,1,5,1,1
3,5,94,23,240,299,0,2,0,4,1,1
3,4,90,19,241,277,0,3,0,2,1,1
3,7,107,19,239,349,0,3,0,4,1,1
1,1,70,15,202,163,0,3,0,2,1,1
9,6,103,20,419,325,1,3,1,3,1,1
2,2,56,17,214,218,0,1,0,2,1,1
3,1,62,16,236,177,0,2,1,2,1,1
5,4,62,15,285,285,0,3,0,1,1,1
7,9,94,23,347,512,0,2,0,2,1,1
5,4,70,11,287,287,0,2,1,2,1,1
1,1,86,16,197,194,0,1,1,2,1,1
5,3,90,14,292,252,0,3,0,2,0,1
2,1,82,21,216,160,0,2,0,3,1,1
7,8,105,15,335,380,0,2,0,2,1,1
2,2,105,21,211,235,0,3,1,4,1,1
6,5,94,19,338,303,0,3,1,3,1,1
8,9,82,14,374,422,0,3,1,4,1,1
5,6,109,18,306,333,0,3,1,5,1,1
2,1,56,20,219,195,0,4,0,2,1,1
4,4,90,24,281,280,0,0,1,2,1,1
1,1,58,18,179,184,0,2,0,4,0,0
9,9,94,17,444,424,0,2,1,3,1,1
6,6,105,22,332,322,0,2,0,5,1,1
1,2,46,15,170,208,0,3,0,2,1,1
2,1,66,15,214,176,0,3,1,2,0,1
9,9,111,12,471,530,0,2,1,3,1,1
6,8,86,13,332,406,0,1,1,3,1,1
5,7,86,16,294,370,0,2,1,2,1,1
6,7,86,17,321,359,0,3,1,2,1,1
8,9,112,22,421,451,0,3,1,5,1,1
1,0,103,22,167,149,0,2,0,4,1,0
5,5,74,16,284,307,0,4,1,2,1,1
0,2,107,16,126,218,0,3,1,5,0,1
4,6,74,17,279,340,0,3,1,3,1,1
3,2,103,23,255,223,0,3,0,5,1,1
2,1,56,18,218,177,0,2,1,2,1,1
1,2,90,10,186,211,0,3,1,2,1,1
5,8,78,16,284,387,0,3,0,2,1,1
0,1,78,13,98,203,1,3,1,4,1,0
6,4,70,16,324,280,0,2,1,2,1,1
5,4,86,22,293,271,0,3,0,2,1,1
2,3,98,14,230,253,0,2,0,4,1,1
7,7,109,7,363,366,0,2,1,3,1,1
8,9,90,17,387,437,0,2,1,2,1,1
5,5,103,19,293,307,0,4,0,4,1,1
2,1,86,17,226,193,0,2,0,3,1,0
6,6,112,21,339,319,0,3,1,5,1,1
6,7,103,16,327,353,0,3,0,4,1,1
3,2,66,16,256,235,0,2,0,4,1,1
1,2,103,17,193,220,0,2,1,3,1,0
1,0,54,10,168,154,1,2,0,4,0,1
1,1,62,12,179,166,0,2,1,4,0,1
1,2,105,21,183,214,0,3,1,3,1,0
1,3,66,18,194,261,0,1,0,3,0,1
5,2,64,12,290,222,0,2,1,1,1,1
0,2,101,22,144,235,0,2,0,4,1,1
0,0,82,17,137,133,0,2,0,2,1,1
9,9,66,19,437,482,0,0,0,1,1,1
3,3,60,22,238,261,0,2,0,2,1,1
9,8,94,22,451,404,0,3,0,2,1,1
8,6,78,21,369,332,0,3,0,2,1,0
3,4,107,20,242,275,0,2,1,5,1,1
7,5,98,16,361,301,0,3,1,1,1,1
5,6,58,21,307,321,0,3,0,2,1,1
9,9,103,24,472,487,1,2,1,3,1,1
4,4,103,18,286,267,0,0,0,3,1,1
5,4,113,18,304,282,0,2,0,5,1,1
0,0,62,14,108,139,0,3,1,0,0,0
0,4,86,17,159,291,0,3,0,4,1,1
6,7,66,15,312,370,0,4,0,2,1,1
5,3,70,12,307,248,0,3,0,2,1,1
9,8,78,18,414,399,0,2,0,1,1,1
3,4,86,18,258,280,0,4,0,2,1,1
1,1,55,17,189,194,0,3,0,2,1,1
9,8,86,13,424,388,0,3,0,3,1,1
7,7,80,17,364,377,0,2,1,2,1,1
3,1,86,20,248,204,0,3,0,4,1,1
0,0,38,18,167,95,0,2,0,1,0,1
3,2,90,22,249,233,0,2,0,3,1,1
5,5,86,21,295,319,0,2,0,3,1,1
1,1,66,20,198,196,1,3,0,2,1,1
9,9,112,18,495,488,0,3,1,3,1,1
9,9,70,19,423,441,0,3,0,1,1,1
7,9,111,25,363,466,0,3,0,5,1,1
3,3,54,16,245,245,0,1,0,2,0,1
8,9,101,24,377,461,0,1,1,3,1,1
8,8,94,14,377,403,0,1,0,4,1,1
2,2,82,24,210,219,0,3,1,3,1,1
0,1,101,17,125,187,0,2,1,2,1,1
8,8,111,14,384,379,1,3,0,4,1,1
2,3,105,17,227,261,0,3,1,4,1,0
4,6,112,18,279,335,0,1,1,4,1,1
6,7,62,17,305,358,0,4,1,1,1,0
9,8,82,16,410,403,1,3,0,3,1,1
3,8,112,15,243,381,1,3,1,3,1,1
9,8,98,18,454,398,0,3,1,2,1,1
2,3,94,15,221,256,0,1,0,5,1,1
2,3,98,14,209,244,1,2,1,2,1,1
3,2,101,15,237,239,0,3,1,4,1,1
8,7,101,24,382,356,0,3,0,3,1,1
2,2,78,21,234,225,0,3,0,3,1,1
4,4,94,17,270,290,0,3,0,4,1,1
7,5,94,16,341,319,0,3,0,3,1,1
4,7,101,17,269,363,1,3,0,2,1,1
2,3,78,15,214,237,0,2,0,2,1,1
5,7,112,17,307,376,0,2,0,3,1,1
9,9,90,21,450,475,0,3,0,3,1,1
0,5,90,15,154,300,0,3,0,2,1,1
9,9,105,18,458,451,0,3,1,3,1,1
6,7,74,13,328,349,0,3,1,1,1,1
1,4,46,15,183,284,1,3,0,1,1,1
6,7,107,17,311,376,0,3,1,4,1,1
9,9,78,18,493,463,0,3,1,2,1,1
9,9,101,12,421,461,0,2,0,2,1,1
5,7,101,23,291,354,0,4,0,3,1,1
5,7,94,20,303,358,0,2,0,3,1,1
0,0,42,6,115,107,0,1,0,3,0,0
9,9,105,25,470,468,0,2,0,3,1,1
5,3,82,12,283,262,0,3,0,2,1,1
1,3,58,18,183,250,0,3,0,1,1,1
1,2,94,21,191,212,0,3,0,5,0,0
4,5,70,14,279,315,0,1,1,2,1,1
1,0,58,13,188,147,0,2,1,2,0,0
3,4,107,16,250,274,0,3,1,3,1,1
7,2,68,16,348,209,1,2,1,2,0,1
2,1,90,13,216,185,0,3,0,2,1,1
2,1,82,24,214,193,0,2,0,3,1,0
8,9,111,12,391,474,0,2,1,3,0,1
8,8,98,25,372,407,0,2,1,3,1,1
3,3,101,12,251,249,0,2,0,2,1,1
9,9,78,19,416,467,0,2,1,2,1,1
8,8,86,19,388,400,0,4,1,2,1,1
1,2,90,11,174,234,0,3,1,2,1,1
3,2,62,18,237,223,0,3,0,2,1,1
2,1,98,14,228,200,0,2,1,2,1,1
8,8,70,18,404,383,0,3,0,5,1,1
9,9,90,15,512,562,0,3,0,3,1,1
5,4,98,13,303,273,0,4,0,3,1,1
1,2,56,14,193,206,0,1,0,2,1,1
9,9,90,18,441,459,0,4,1,2,1,1
5,2,105,16,306,229,0,3,1,2,1,1
4,3,74,21,263,253,0,4,1,3,1,1
5,7,62,21,295,356,0,3,1,1,1,1
5,4,82,16,292,270,0,3,0,2,1,1
2,5,62,23,209,303,0,3,0,3,1,1
1,0,50,12,161,109,0,3,1,4,0,1
2,4,103,12,217,270,0,2,1,2,0,1
6,8,98,12,316,392,0,3,1,2,1,1
0,1,86,18,154,191,0,2,1,2,1,0
4,8,78,15,282,407,0,3,0,0,1,0
7,7,101,19,357,348,0,3,1,4,1,1
1,2,50,12,198,208,0,3,1,1,1,1
7,6,74,12,338,334,0,4,1,2,1,1
5,8,98,21,304,399,0,2,0,5,1,1
3,4,72,20,251,279,0,4,0,4,1,1
6,5,90,24,323,303,0,3,0,3,1,1
9,9,78,21,437,448,0,3,1,3,1,1
2,2,38,10,241,218,0,3,0,0,0,1
3,2,90,13,240,230,0,2,1,3,1,1
5,2,58,16,286,235,0,4,0,4,1,1
2,1,62,18,206,181,0,3,1,1,1,0
5,3,85,20,289,255,0,3,0,4,1,0
4,6,98,13,273,342,0,4,0,2,1,1
5,4,64,24,304,279,0,2,1,4,1,1
3,2,86,21,246,227,0,3,0,2,1,1
5,6,82,21,307,345,0,2,0,2,1,1
0,0,34,16,141,80,1,1,1,2,1,0
3,4,105,16,238,267,0,3,0,3,1,1
0,1,98,20,157,183,0,3,1,2,1,1
7,8,101,12,337,423,1,2,0,2,1,1
2,2,98,19,205,235,0,2,1,4,1,1
6,6,90,16,321,322,1,3,1,2,1,1
7,8,90,21,334,391,1,3,0,4,1,1
2,1,78,15,216,191,0,2,1,2,1,1
0,0,90,18,95,55,0,3,1,5,1,1
5,6,90,20,294,325,0,2,0,2,1,1
7,3,82,8,354,245,0,3,1,1,1,0
2,2,78,20,230,237,0,2,0,3,1,1
1,1,34,13,167,194,0,0,0,2,0,0
8,6,109,23,386,334,0,3,0,3,1,1
9,7,60,15,442,357,1,2,1,1,1,1
1,3,94,17,197,244,0,3,1,4,1,1
9,9,66,16,475,476,0,3,0,2,1,1
4,5,98,12,285,299,0,4,1,3,1,1
9,9,94,20,438,441,0,2,1,2,1,1
2,0,70,6,215,157,0,3,1,2,1,1
4,7,101,20,284,355,0,2,0,5,1,1
3,3,72,18,255,253,0,2,1,3,1,1
1,2,90,18,187,213,0,1,1,2,1,1
3,1,70,9,235,194,0,2,1,1,1,1
8,9,78,23,378,462,0,2,0,3,1,1
4,2,18,13,289,226,0,2,1,0,0,1
7,6,82,23,347,345,0,3,1,2,1,1
5,4,94,24,287,289,0,2,0,5,1,0
9,9,78,15,451,511,1,2,1,3,1,1
0,1,46,9,111,185,0,1,1,2,0,0
3,3,86,19,242,257,0,3,0,3,1,1
7,5,103,16,345,300,0,2,0,4,1,1
1,0,86,17,195,101,0,3,0,3,1,0
4,4,90,23,269,269,0,1,0,2,1,1
0,0,98,16,127,88,0,3,1,3,1,1
5,3,94,14,299,266,0,3,1,3,1,1
8,7,109,22,366,354,0,0,1,4,0,1
1,1,54,17,175,191,0,3,1,1,1,0
4,6,74,19,282,335,0,2,1,0,1,1
2,1,86,11,225,162,0,4,1,2,0,1
7,7,103,18,349,355,0,3,1,3,1,1
4,6,107,17,261,325,0,3,0,4,1,1
5,6,105,20,298,345,0,3,1,4,1,1
7,6,70,20,346,321,0,3,0,3,1,1
3,3,103,11,254,251,0,3,1,3,1,1
4,3,101,22,272,254,0,2,0,5,1,1
1,1,46,10,186,197,0,3,1,3,1,0
2,2,74,17,230,213,0,3,1,4,1,1
2,4,86,8,225,286,0,0,1,2,1,1
3,1,90,22,254,191,1,2,0,1,1,0
5,6,78,16,291,332,0,3,0,2,1,1
6,7,70,15,333,352,0,2,0,4,1,1
4,5,70,18,282,298,0,2,1,2,1,1
3,2,84,7,250,210,1,3,0,2,1,1
4,2,34,20,269,234,0,2,0,2,1,1
2,3,78,15,217,258,0,2,0,3,1,1
9,8,78,18,409,400,0,3,1,3,1,1
3,5,90,24,253,312,0,3,0,3,1,1
5,6,98,15,297,331,0,3,1,5,0,1
2,1,74,18,206,192,0,2,0,3,0,1
5,2,98,22,291,231,0,3,1,3,1,1
4,3,70,20,272,236,0,3,1,1,1,1
7,6,111,21,338,341,0,4,1,4,1,1
3,2,86,19,238,218,0,3,1,2,1,1
9,4,63,13,539,284,0,3,1,3,1,1
8,6,54,20,397,331,0,2,0,2,0,1
7,7,66,21,355,360,0,3,1,3,1,1
5,5,76,11,307,303,1,2,0,2,1,1
7,6,109,21,354,347,0,3,1,3,1,1
8,8,98,14,376,384,0,2,1,3,1,1
1,2,90,13,186,223,0,2,0,3,1,0
1,2,113,16,186,231,0,3,1,3,1,1
7,6,76,22,344,337,0,2,1,4,1,1
3,2,82,22,243,226,0,1,1,3,1,1
7,6,94,13,344,323,0,3,1,2,1,1
4,6,90,24,262,332,0,2,1,3,1,1
9,9,103,18,463,477,0,3,0,3,1,1
7,5,78,20,346,311,0,1,1,2,1,0
9,6,107,21,415,336,0,3,1,4,1,1
2,4,86,21,222,267,0,3,1,2,1,1
5,3,70,24,305,258,0,2,0,3,1,1
3,1,78,24,241,179,0,1,1,1,1,1
7,5,78,18,353,311,0,2,1,2,1,1
0,1,54,17,153,160,0,3,0,3,0,1
0,0,26,18,114,98,1,3,0,3,0,0
1,1,74,14,176,162,0,3,0,2,1,1
4,4,103,24,263,289,0,1,0,5,1,1
5,8,82,18,305,382,0,1,1,2,1,1
9,9,109,22,473,542,0,3,0,1,0,1
5,7,66,23,294,372,0,2,0,2,1,1
0,0,56,15,113,156,0,3,1,1,1,1
1,1,82,22,198,184,0,3,1,3,1,1
7,6,74,18,339,344,0,3,0,2,1,1
6,5,107,18,321,317,0,3,0,3,1,1
5,6,82,19,284,328,0,2,1,1,1,1
7,6,82,17,341,334,0,3,1,5,1,1
1,2,109,20,181,210,0,2,0,5,1,1
7,7,98,19,349,355,0,3,1,2,1,1
9,9,78,17,433,507,0,4,0,2,1,1
1,3,98,23,179,246,0,2,0,3,1,1
5,5,72,20,303,300,0,2,0,4,1,1
7,6,70,22,344,342,0,2,1,2,1,1
3,2,50,16,256,225,0,3,0,1,1,1
6,8,51,16,309,401,0,0,1,1,1,1
0,1,78,17,100,175,0,2,1,2,1,0
0,0,54,21,52,61,0,1,0,3,0,1
8,5,90,15,369,291,0,4,1,2,1,1
3,4,94,19,240,285,0,2,0,5,0,1
7,7,82,17,340,369,0,1,0,2,1,1
1,1,103,15,173,162,0,0,1,2,1,1
2,2,78,7,212,209,0,2,1,1,1,0
8,8,86,20,373,409,0,3,0,3,1,1
7,8,111,12,358,414,0,2,1,3,1,1
0,0,70,12,108,106,0,2,1,3,0,0
4,3,82,16,263,259,0,2,1,3,0,1
8,8,101,22,398,390,0,3,0,3,1,1
2,1,58,12,221,196,0,3,1,3,0,1
3,3,103,22,250,266,0,4,0,4,1,1
9,9,78,15,534,557,0,2,1,1,1,1
4,6,101,18,271,337,0,2,0,2,1,1
6,6,112,17,317,344,0,4,0,3,1,1
8,6,101,21,383,347,0,4,1,3,1,1
2,1,86,14,223,161,0,2,0,3,1,1
5,5,98,12,285,313,0,3,0,4,1,1
8,6,98,20,369,327,0,2,0,3,1,1
5,7,103,14,304,366,0,3,1,3,1,1
1,1,82,14,186,202,0,3,0,0,0,1
2,5,111,22,219,298,0,3,0,5,1,1
7,3,107,9,366,249,0,1,1,0,1,1
8,7,107,15,369,356,0,3,1,2,1,1
9,4,86,22,494,275,0,2,1,5,1,1
6,3,111,16,311,253,0,3,0,2,0,1
8,7,113,25,391,372,0,2,1,5,1,1
5,6,54,20,289,336,0,2,1,3,1,1
6,5,94,11,323,298,0,3,0,1,1,1
0,0,70,12,154,140,0,2,1,2,1,0
4,6,90,16,285,346,0,1,0,3,1,0
4,1,70,11,260,189,0,3,1,2,1,0
0,0,38,21,61,126,0,2,1,3,0,0
5,4,78,19,297,271,0,2,0,2,1,1
9,8,82,21,431,422,0,2,0,2,1,1
5,7,113,16,295,355,0,3,0,3,1,1
8,8,101,16,388,400,0,2,1,4,1,1
8,8,111,21,384,417,0,2,0,4,1,1
9,9,90,18,468,536,0,4,0,5,1,1
3,4,90,14,239,287,0,2,0,2,1,1
9,9,113,16,434,454,0,2,0,2,1,1
3,2,34,17,236,207,0,4,0,2,1,0
9,9,109,19,445,496,0,2,0,3,1,1
9,9,109,16,516,517,0,4,1,2,1,1
5,6,98,11,293,341,0,2,0,2,1,1
1,1,105,18,193,176,0,3,1,4,1,0
6,7,103,20,331,352,0,2,1,3,1,1
6,6,70,13,318,324,0,4,1,0,1,0
3,5,58,16,242,310,0,3,1,2,1,1
4,5,98,22,265,309,0,2,1,2,1,1
7,4,78,19,334,293,0,2,1,4,1,1
0,3,90,8,159,248,0,2,1,2,1,1
9,9,84,16,429,436,0,4,0,4,1,1
1,2,86,17,190,213,0,2,0,2,1,1
9,7,94,17,414,367,0,3,1,3,1,1
7,6,82,18,337,323,1,2,0,2,1,1
9,9,98,14,436,440,1,3,1,4,1,1
2,1,78,25,203,195,0,3,0,4,1,1
9,9,98,17,460,474,1,1,0,2,1,1
3,1,18,17,250,199,0,1,1,0,0,0
9,8,101,16,418,405,0,0,0,2,0,1
4,5,86,21,270,299,0,3,0,5,0,1
3,2,101,14,238,214,0,2,1,3,1,0
3,2,60,8,238,207,0,2,1,2,1,1
9,0,103,24,516,0,0,3,1,4,1,1
3,4,74,14,251,269,0,2,0,2,1,1
1,0,82,9,187,129,0,2,1,3,0,1
0,1,90,17,92,163,0,2,1,2,1,1
2,2,70,18,208,217,0,3,1,2,1,1
2,5,94,24,216,304,0,3,1,4,0,1
6,2,88,16,325,227,0,2,1,3,1,0
6,6,82,16,308,327,0,3,0,2,1,1
1,1,82,14,186,199,0,3,0,2,1,1
0,0,94,18,110,153,0,3,1,2,1,1
5,6,107,22,293,327,0,3,1,5,1,1
2,2,98,20,221,232,0,3,0,4,1,1
2,2,74,20,232,234,0,2,0,3,0,1
2,1,101,9,218,194,0,3,0,2,1,1
2,2,86,10,228,209,0,3,1,2,1,0
3,5,27,9,267,310,0,1,0,0,0,0
9,9,58,16,489,463,0,3,1,1,1,1
3,3,90,18,241,238,0,0,1,2,0,0
6,6,109,17,325,347,0,3,1,3,1,1
7,6,82,17,343,320,0,4,1,4,1,1
7,6,113,20,362,345,0,2,1,3,1,1
4,4,90,11,282,290,0,1,0,2,1,1
5,5,70,16,289,294,0,2,1,2,1,1
2,1,82,17,226,167,0,1,1,3,0,0
8,7,94,9,364,352,0,3,1,2,1,1
9,8,94,16,435,406,0,3,1,1,1,1
0,0,51,14,166,130,0,3,0,2,1,1
0,0,76,16,94,15,0,4,1,2,1,0
9,9,105,25,428,512,0,2,0,2,1,1
7,5,111,21,349,316,0,3,1,4,1,1
8,9,103,22,391,421,0,4,0,4,1,1
4,0,78,19,266,159,0,3,1,2,0,1
2,3,86,17,231,262,0,2,1,2,1,1
7,7,101,21,362,367,0,3,0,4,0,1
5,5,78,23,290,302,0,3,0,2,1,1
5,3,103,23,292,257,0,3,1,5,0,1
5,2,70,12,309,232,0,1,1,0,1,1
2,2,92,13,232,205,0,4,1,2,1,1
6,7,86,13,325,373,0,3,0,2,1,1
1,1,98,10,195,182,0,3,1,4,1,1
5,4,105,17,309,293,0,2,0,3,1,1
9,8,111,23,460,412,0,2,0,3,1,1
1,0,42,17,194,155,0,3,1,2,0,0
9,8,96,20,408,397,0,2,0,4,1,1
8,9,86,24,381,504,0,3,1,1,1,1
7,7,86,10,364,368,0,1,1,3,1,1
8,8,90,17,376,408,0,3,1,5,1,1
1,2,74,9,192,206,0,2,0,2,0,1
3,3,105,17,250,265,0,4,0,4,1,1
1,5,66,15,173,289,0,2,1,1,1,1
2,3,101,19,207,240,0,3,0,3,1,1
7,8,62,20,355,381,0,2,1,2,0,1
1,2,82,11,205,210,0,3,0,2,1,0
4,4,70,18,276,285,0,2,1,1,1,1
0,1,98,17,101,180,0,3,0,3,1,1
3,2,74,21,259,219,0,2,0,5,1,1
5,6,113,19,304,334,0,3,0,4,1,1
5,6,109,21,296,341,0,4,1,4,1,1
4,2,82,18,263,237,0,2,1,5,0,1
0,0,40,7,63,147,0,3,0,2,0,0
2,3,101,23,226,253,0,0,0,4,1,1
6,7,56,20,316,360,0,2,0,2,1,1
7,6,111,25,333,342,0,3,1,4,1,1
1,2,42,19,178,222,0,4,1,3,0,0
1,0,78,15,176,144,0,3,0,2,1,1
9,9,94,22,408,448,0,3,0,3,1,1
9,9,105,19,488,488,0,2,0,3,1,1
1,2,98,20,194,217,0,2,0,3,1,1
9,9,90,25,447,484,0,2,0,4,1,1
3,3,46,20,256,244,0,2,0,4,0,1
6,6,90,21,332,334,0,3,1,2,1,1
8,8,74,20,391,400,0,3,1,4,1,1
1,3,101,18,198,255,0,3,0,3,1,1
0,0,98,13,65,123,0,1,0,5,0,1
0,0,74,15,55,99,0,3,1,2,1,0
8,7,82,18,397,371,0,2,1,3,1,1
7,4,78,15,355,276,0,3,1,4,0,1
7,8,42,22,357,380,0,1,0,1,1,1
5,4,50,17,308,276,0,3,0,2,1,0
4,0,90,15,268,140,0,1,1,3,1,1
1,2,113,18,193,229,0,2,0,5,1,1
4,2,103,21,284,237,0,2,1,3,1,1
5,5,86,19,309,293,0,4,1,3,1,1
6,6,94,19,333,345,0,3,1,2,1,1
9,9,103,22,469,463,0,4,1,4,1,1
4,6,82,24,269,325,0,3,1,4,0,1
8,8,103,18,397,409,0,2,0,3,1,1
1,1,90,24,177,190,0,0,1,5,0,1
3,2,70,15,236,211,0,3,1,1,1,1
8,8,111,16,406,394,0,3,0,5,1,1
9,9,101,15,422,438,0,2,1,3,1,1
9,9,112,15,466,471,0,3,0,2,1,1
8,9,103,15,379,431,0,3,1,2,1,1
8,9,78,13,404,465,0,2,1,2,1,1
7,6,62,20,354,319,0,0,0,2,0,1
0,0,78,19,146,154,0,3,1,3,1,0
8,8,94,17,380,411,0,1,0,0,0,1
9,9,103,21,413,447,0,3,0,3,1,1
8,8,90,17,405,408,0,3,1,3,1,1
6,5,98,22,319,305,0,2,0,3,1,1
2,6,86,19,226,326,1,2,0,3,1,1
4,4,82,14,261,285,0,3,1,1,1,1
5,6,70,20,307,326,0,2,0,2,1,1
1,7,98,20,182,357,0,3,0,3,1,1
5,7,101,19,294,357,0,1,0,2,1,1
2,3,82,19,222,261,0,2,0,4,1,1
0,0,98,13,83,121,0,3,0,2,1,1
2,3,66,20,194,250,0,3,1,5,0,1
8,8,94,21,407,419,0,3,1,3,0,1
8,6,76,20,387,331,0,2,0,2,1,1
6,7,107,16,313,350,0,3,1,3,1,1
1,1,78,12,172,180,0,3,0,2,1,1
3,4,107,17,243,274,0,3,0,3,1,1
8,7,74,16,374,372,0,2,1,2,1,1
3,4,94,19,236,270,0,1,0,3,1,1
1,3,54,14,195,257,0,2,0,1,1,0
0,7,44,14,112,352,0,3,0,2,1,1
5,6,74,11,302,330,0,0,1,2,1,1
1,2,26,20,180,217,0,3,1,3,1,0
6,3,98,12,324,254,1,3,0,3,1,1
6,7,60,12,329,358,0,3,1,2,1,1
4,2,111,20,283,236,0,3,0,5,1,1
7,6,74,21,338,331,0,3,0,1,1,1
6,5,105,24,334,315,0,3,1,5,1,1
2,5,101,13,233,293,0,3,0,2,1,1
9,9,107,13,440,442,0,2,0,4,1,1
0,1,54,16,168,183,0,2,0,1,1,1
4,6,58,11,278,327,0,1,1,1,1,1
5,7,98,22,292,364,0,3,0,5,1,1
1,1,107,23,181,199,0,3,1,4,1,0
3,4,62,16,250,275,0,3,1,1,1,1
9,9,103,25,444,490,0,2,0,3,1,1
1,0,82,15,163,63,0,3,1,3,1,0
4,3,54,14,271,262,0,2,1,0,0,1
2,3,86,13,227,240,0,4,0,2,1,1
4,7,94,17,282,350,0,2,0,3,1,1
1,1,26,15,167,168,0,0,1,3,0,0
5,5,66,11,288,296,0,3,1,2,1,1
2,3,78,22,203,265,0,2,0,4,1,1
1,5,70,15,198,305,0,2,0,2,1,1
7,6,50,10,338,343,1,2,1,4,1,0
0,0,42,14,107,78,0,1,1,4,0,0
2,3,70,10,213,246,0,3,1,1,1,0
7,7,82,18,356,378,0,2,0,3,1,1
3,3,58,19,260,254,0,2,0,3,0,1
7,2,109,16,356,234,1,3,1,3,1,1
2,1,102,15,215,183,0,4,1,3,1,1
6,6,66,13,316,344,0,2,0,2,1,1
8,8,78,15,382,397,0,3,0,2,1,1
4,3,86,11,282,243,0,1,0,2,1,1
5,4,42,12,305,265,0,0,1,0,0,1
7,7,82,17,349,369,0,3,0,2,1,1
7,8,105,19,352,381,0,1,0,4,1,1
1,0,86,7,197,150,0,3,0,2,1,1
8,8,103,16,376,384,0,1,0,3,1,1
1,2,66,18,195,204,0,2,0,2,1,1
1,2,78,18,193,235,0,1,1,4,0,0
8,9,66,15,387,429,0,3,0,2,1,1
3,2,62,19,249,210,0,2,0,2,1,1
4,4,103,12,275,268,0,3,0,2,1,1
3,3,66,22,269,259,0,1,0,0,0,1
5,6,82,16,294,327,0,2,1,4,1,1
4,5,66,15,274,300,0,2,1,2,1,1
1,0,74,12,193,146,0,3,0,1,1,0
7,5,105,12,342,310,0,2,1,4,1,1
4,5,74,18,270,300,0,2,1,3,1,1
3,1,90,21,236,179,0,4,0,3,1,1
1,0,62,11,166,123,0,3,0,3,0,1
6,6,66,21,317,325,0,3,0,2,1,1
2,0,103,13,213,86,0,3,1,4,0,0
7,4,98,12,352,272,0,3,1,2,1,1
4,5,94,15,264,309,0,4,0,2,1,1
7,3,101,12,334,256,1,1,0,4,1,0
6,7,80,14,318,352,0,3,1,3,1,0
6,7,107,17,335,369,0,4,1,3,1,1
7,8,70,23,355,400,0,3,1,2,1,1
9,8,101,18,416,419,0,1,0,3,0,1
0,0,94,16,141,121,0,3,1,2,1,0
2,2,109,24,211,223,0,4,0,5,1,1
9,9,103,25,485,469,0,2,1,4,1,1
7,7,105,22,357,363,0,2,1,4,1,1
3,5,70,15,251,305,0,3,0,2,1,1
1,0,88,15,182,141,1,2,1,4,1,0
6,9,62,19,323,435,0,2,1,2,1,1
6,6,68,15,329,324,0,3,1,1,1,1
9,9,98,21,434,452,0,2,1,3,1,1
3,1,90,20,234,184,0,1,0,4,1,1
5,4,50,16,303,263,1,3,1,1,1,1
3,3,86,20,235,251,0,2,1,1,1,1
